timestamp,sample_num,value,units
0.151,1,70.00,°C
0.251,2,70.00,°C
0.351,3,70.00,°C
0.451,4,70.00,°C
0.551,5,70.00,°C
0.652,6,70.00,°C
0.752,7,70.00,°C
0.852,8,70.00,°C
0.952,9,70.00,°C
1.052,10,70.00,°C
1.152,11,70.00,°C
1.252,12,70.00,°C
1.353,13,70.00,°C
1.453,14,70.00,°C
1.553,15,70.00,°C
1.653,16,70.00,°C
1.753,17,70.00,°C
1.853,18,70.00,°C
1.953,19,70.00,°C
2.054,20,70.00,°C
2.154,21,70.00,°C
2.254,22,70.00,°C
2.354,23,70.00,°C
2.454,24,70.00,°C
2.554,25,70.00,°C
2.654,26,70.00,°C
2.755,27,70.00,°C
2.855,28,70.00,°C
2.955,29,70.00,°C
3.055,30,70.00,°C
3.155,31,70.00,°C
3.255,32,70.00,°C
3.355,33,70.00,°C
3.455,34,70.00,°C
3.556,35,70.00,°C
3.656,36,70.00,°C
3.756,37,70.00,°C
3.856,38,70.00,°C
3.956,39,70.00,°C
4.056,40,70.00,°C
4.156,41,70.00,°C
4.257,42,70.00,°C
4.357,43,70.00,°C
4.457,44,70.00,°C
4.557,45,70.00,°C
4.657,46,70.00,°C
4.757,47,70.00,°C
4.857,48,70.00,°C
4.958,49,70.00,°C
5.058,50,70.00,°C
5.158,51,70.00,°C
5.258,52,70.00,°C
5.358,53,70.00,°C
5.458,54,70.00,°C
5.558,55,70.00,°C
5.659,56,70.00,°C
5.759,57,70.00,°C
5.859,58,70.00,°C
5.959,59,70.00,°C
6.059,60,70.00,°C
6.159,61,70.00,°C
6.259,62,70.00,°C
6.359,63,70.00,°C
6.460,64,70.00,°C
6.560,65,70.00,°C
6.660,66,70.00,°C
6.760,67,70.00,°C
6.860,68,70.00,°C
6.960,69,70.00,°C
7.060,70,70.00,°C
7.161,71,70.00,°C
7.261,72,70.00,°C
7.361,73,70.00,°C
7.461,74,70.00,°C
7.561,75,70.00,°C
7.661,76,70.00,°C
7.761,77,70.00,°C
7.861,78,70.00,°C
7.962,79,70.00,°C
8.062,80,70.00,°C
8.162,81,70.00,°C
8.262,82,70.00,°C
8.362,83,70.00,°C
8.462,84,70.00,°C
8.562,85,70.00,°C
8.663,86,70.00,°C
8.763,87,70.00,°C
8.863,88,70.00,°C
8.963,89,70.00,°C
9.063,90,70.00,°C
9.163,91,70.00,°C
9.263,92,70.00,°C
9.363,93,70.00,°C
9.464,94,70.00,°C
9.564,95,70.00,°C
9.664,96,70.00,°C
9.764,97,70.00,°C
9.864,98,70.00,°C
9.964,99,70.00,°C
10.064,100,70.00,°C
10.164,101,70.00,°C
10.265,102,70.00,°C
10.365,103,70.00,°C
10.465,104,70.00,°C
10.565,105,70.00,°C
10.665,106,70.00,°C
10.765,107,70.00,°C
10.865,108,70.00,°C
10.966,109,70.00,°C
11.066,110,70.00,°C
11.166,111,70.00,°C
11.266,112,70.00,°C
11.366,113,70.00,°C
11.466,114,70.00,°C
11.566,115,70.00,°C
11.667,116,70.00,°C
11.767,117,70.00,°C
11.867,118,70.00,°C
11.967,119,70.00,°C
12.067,120,70.00,°C
12.167,121,70.00,°C
12.267,122,70.00,°C
12.367,123,70.00,°C
12.468,124,70.00,°C
12.568,125,70.00,°C
12.668,126,70.00,°C
12.768,127,70.00,°C
12.868,128,70.00,°C
12.968,129,70.00,°C
13.068,130,70.00,°C
13.169,131,70.00,°C
13.269,132,70.00,°C
13.369,133,70.00,°C
13.469,134,70.00,°C
13.569,135,70.00,°C
13.669,136,70.00,°C
13.769,137,70.00,°C
13.869,138,70.00,°C
13.970,139,70.00,°C
14.070,140,70.00,°C
14.170,141,70.00,°C
14.270,142,70.00,°C
14.370,143,70.00,°C
14.470,144,70.00,°C
14.570,145,70.00,°C
14.671,146,70.00,°C
14.771,147,70.00,°C
14.871,148,70.00,°C
14.971,149,70.00,°C
15.071,150,70.00,°C
15.171,151,70.00,°C
15.271,152,70.00,°C
15.372,153,70.00,°C
15.472,154,70.00,°C
15.572,155,70.00,°C
15.672,156,70.00,°C
15.772,157,70.00,°C
15.872,158,70.00,°C
15.972,159,70.00,°C
16.072,160,70.00,°C
16.173,161,70.00,°C
16.273,162,70.00,°C
16.373,163,70.00,°C
16.473,164,70.00,°C
16.573,165,70.00,°C
16.673,166,70.00,°C
16.773,167,70.00,°C
16.874,168,70.00,°C
16.974,169,70.00,°C
17.074,170,70.00,°C
17.174,171,70.00,°C
17.274,172,70.00,°C
17.374,173,70.00,°C
17.474,174,70.00,°C
17.575,175,70.00,°C
17.675,176,70.00,°C
17.775,177,70.00,°C
