timestamp,page,address,hex_addr,raw_value,decimal_value,low_byte,high_byte,binary
2025-09-25 12:06:49.345,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.447,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.549,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.652,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.765,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.880,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:49.985,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.088,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.205,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.319,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.434,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.544,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.653,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.755,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.857,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:50.960,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:51.062,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:51.164,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:51.267,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:51.370,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
2025-09-25 12:06:51.484,0,STATUS_WORD (0x79),0x79,0x9203,37379,0x03,0x92,1001001000000011
