timestamp,sample_num,value,units
106.663,1064,59.812,A
106.763,1065,60.188,A
106.864,1066,59.938,A
106.964,1067,60.000,A
107.064,1068,60.375,A
107.164,1069,59.625,A
107.264,1070,59.938,A
107.365,1071,59.812,A
107.465,1072,59.938,A
107.565,1073,59.875,A
107.666,1074,59.750,A
107.766,1075,59.688,A
107.866,1076,59.875,A
107.966,1077,60.000,A
108.066,1078,60.000,A
108.167,1079,59.625,A
108.267,1080,59.750,A
108.367,1081,59.875,A
108.467,1082,59.188,A
108.568,1083,59.625,A
108.668,1084,59.938,A
108.768,1085,59.688,A
108.868,1086,59.750,A
108.968,1087,60.375,A
109.069,1088,59.688,A
109.169,1089,59.750,A
109.269,1090,59.500,A
109.369,1091,60.125,A
109.471,1092,59.875,A
109.571,1093,59.750,A
109.671,1094,60.250,A
109.771,1095,59.688,A
109.871,1096,60.062,A
109.972,1097,59.000,A
110.072,1098,59.750,A
110.173,1099,60.250,A
110.273,1100,59.625,A
110.373,1101,58.938,A
110.475,1102,59.812,A
110.575,1103,59.562,A
110.675,1104,59.500,A
110.775,1105,59.750,A
110.876,1106,59.875,A
110.976,1107,60.375,A
111.076,1108,60.188,A
111.176,1109,59.688,A
111.276,1110,60.750,A
111.376,1111,59.875,A
111.477,1112,59.688,A
111.577,1113,60.312,A
111.677,1114,60.062,A
111.777,1115,59.812,A
111.878,1116,59.812,A
111.978,1117,59.438,A
112.078,1118,60.000,A
112.178,1119,60.125,A
112.279,1120,59.688,A
112.380,1121,60.250,A
112.480,1122,59.625,A
112.581,1123,60.312,A
112.681,1124,59.812,A
112.781,1125,59.625,A
112.883,1126,60.250,A
112.983,1127,59.625,A
113.084,1128,59.625,A
113.184,1129,60.250,A
113.284,1130,59.375,A
113.385,1131,60.250,A
113.485,1132,59.812,A
113.586,1133,59.812,A
113.686,1134,60.062,A
113.786,1135,59.562,A
113.886,1136,59.875,A
113.988,1137,60.375,A
114.088,1138,60.188,A
114.188,1139,59.375,A
114.288,1140,60.125,A
114.388,1141,59.500,A
114.488,1142,59.125,A
114.589,1143,60.000,A
114.689,1144,60.000,A
114.790,1145,59.875,A
114.890,1146,59.812,A
114.991,1147,59.812,A
115.092,1148,59.562,A
115.192,1149,59.938,A
