timestamp,sample_num,value,units
24.687,246,64.00,°C
24.787,247,64.00,°C
24.888,248,64.00,°C
24.988,249,64.00,°C
25.088,250,64.00,°C
25.188,251,64.00,°C
25.288,252,64.00,°C
25.388,253,64.00,°C
25.488,254,64.00,°C
25.589,255,64.00,°C
25.689,256,64.00,°C
25.789,257,64.00,°C
25.889,258,64.00,°C
25.989,259,64.00,°C
26.089,260,64.00,°C
26.189,261,64.00,°C
26.290,262,64.00,°C
26.390,263,64.00,°C
26.490,264,64.00,°C
26.590,265,64.00,°C
26.690,266,64.00,°C
26.790,267,64.00,°C
26.891,268,64.00,°C
26.991,269,64.00,°C
27.091,270,64.00,°C
27.191,271,64.00,°C
27.291,272,64.00,°C
27.391,273,64.00,°C
27.491,274,64.00,°C
27.592,275,64.00,°C
27.692,276,64.00,°C
27.792,277,64.00,°C
27.892,278,64.00,°C
27.992,279,64.00,°C
28.092,280,64.00,°C
28.192,281,64.00,°C
28.293,282,64.00,°C
28.393,283,64.00,°C
28.493,284,64.00,°C
28.593,285,64.00,°C
28.693,286,64.00,°C
28.793,287,64.00,°C
28.894,288,64.00,°C
28.994,289,64.00,°C
29.094,290,64.00,°C
29.194,291,64.00,°C
29.294,292,64.00,°C
29.394,293,64.00,°C
29.494,294,64.00,°C
29.595,295,64.00,°C
29.695,296,64.00,°C
29.795,297,64.00,°C
29.895,298,64.00,°C
29.995,299,64.00,°C
30.095,300,64.00,°C
30.195,301,64.00,°C
30.295,302,64.00,°C
30.396,303,64.00,°C
30.496,304,64.00,°C
30.596,305,64.00,°C
30.696,306,64.00,°C
30.796,307,64.00,°C
30.896,308,64.00,°C
30.997,309,64.00,°C
31.097,310,64.00,°C
31.197,311,64.00,°C
31.297,312,64.00,°C
31.397,313,64.00,°C
31.497,314,64.00,°C
31.597,315,64.00,°C
31.698,316,64.00,°C
31.798,317,64.00,°C
31.898,318,64.00,°C
31.998,319,64.00,°C
32.098,320,64.00,°C
32.198,321,64.00,°C
32.298,322,64.00,°C
32.399,323,63.00,°C
32.499,324,63.00,°C
32.599,325,64.00,°C
32.699,326,64.00,°C
32.799,327,64.00,°C
32.899,328,64.00,°C
32.999,329,63.00,°C
33.100,330,64.00,°C
33.200,331,64.00,°C
33.300,332,63.00,°C
33.400,333,63.00,°C
33.500,334,63.00,°C
33.600,335,63.00,°C
33.701,336,63.00,°C
33.801,337,63.00,°C
33.901,338,63.00,°C
34.001,339,63.00,°C
34.101,340,63.00,°C
